writer,num_articles,gender,last_url
Mark Lawson,5,male,https://www.theguardian.com/tv-and-radio/2019/may/12/bafta-tv-awards-2019-riddled-with-inexplicable-snubs
Michael Coveney,2,male,https://www.theguardian.com/stage/2019/jan/30/duncan-weldon-obituary
Samuel Gibbs,19,male,https://www.theguardian.com/technology/2019/jul/08/bose-frames-review-smart-audio-sunglasses-are-a-blast
Felicity Cloake,15,female,https://www.theguardian.com/food/2019/jul/03/lemon-drizzle-cake-recipe-masterclass-felicity-cloake
Paula Cocozza,11,female,https://www.theguardian.com/society/2019/jul/08/how-secondhand-drinking-ruins-lives-every-family-has-been-touched-by-this
Laura Bates,2,female,https://www.theguardian.com/world/shortcuts/2019/mar/25/being-a-woman-is-scary-the-unspoken-danger-of-declining-a-mans-advances
Nigel Slater,36,male,https://www.theguardian.com/food/2019/jul/09/nigel-slater-midweek-meal-supper-roast-peppers-summer-vegetables
Sean O'Hagan,6,male,https://www.theguardian.com/artanddesign/2019/jun/01/the-big-picture-ed-van-der-elsken
Jacob Goldberg,1,male,https://www.theguardian.com/global-development/2018/dec/12/myanmar-wa-lone-wife-reuters-reporter-anniversary-baby
Richard Nelsson,4,male,https://www.theguardian.com/tv-and-radio/from-the-archive-blog/2019/may/15/eurovision-song-contest-how-kitsch-has-united-us
Eve Barlow,3,female,https://www.theguardian.com/music/2019/may/10/burt-bacharach-trump-is-dangerous-my-songs-are-a-form-of-resistance
David Smith,55,male,https://www.theguardian.com/us-news/2019/jul/05/donald-trumps-july-4th-jamboree-symbolic-jingoistic-and-untraditional
Matthew Keegan,2,male,https://www.theguardian.com/cities/2019/apr/23/dead-pricey-hong-kong-burial-plots-now-more-expensive-than-living-space
Joshua Caplan,1116,male,http://www.breitbart.com/politics/2019/07/09/billionaire-ross-perot-dead-at-89/#disqus_thread
Katherine Rodriguez,378,female,http://www.breitbart.com/local/2019/07/09/police-baby-dies-5-children-injured-in-fire-while-parents-out-clubbing/
Matthew Boyle,164,male,http://www.breitbart.com/politics/2019/07/09/exclusive-swamp-monsters-angola-robs-american-company-at-gunpoint-hires-dc-lobbyists-to-clean-up-mess/#disqus_thread
Neil Munro,355,male,http://www.breitbart.com/economy/2019/07/09/gop-leaders-quiet-as-industry-pushes-gop-members-to-ok-huge-green-card-giveaway-for-indian-workers/
James Delingpole,114,male,http://www.breitbart.com/politics/2019/07/09/delingpole-trump-is-right-ambassador-sir-kim-stupid-guy-darroch-must-go/#disqus_thread
Ann Coulter,36,female,http://www.breitbart.com/politics/2019/05/22/coulter-u-s-isnt-becoming-europe-were-becoming-rome/#disqus_thread
Joel B. Pollak,557,male,http://www.breitbart.com/2020-election/2019/07/09/elizabeth-warren-i-will-end-israeli-occupation/#disqus_thread
Bob Price,267,male,http://www.breitbart.com/border/2019/07/09/feds-seize-ship-used-in-record-20-ton-cocaine-shipment/#disqus_thread
Tony Lee,256,male,http://www.breitbart.com/politics/2019/07/09/jill-biden-kamala-tried-to-paint-joe-as-racist/
Justin Caruso,382,male,http://www.breitbart.com/entertainment/2019/05/03/debra-messing-give-the-gift-of-reuniting-children-separated-at-border-for-mothers-day/#disqus_thread
John Nolte,422,male,http://www.breitbart.com/entertainment/2019/07/09/media-fabricate-racist-outrage-hoax-about-disneys-little-mermaid-casting/#disqus_thread
Pam Key,1121,female,http://www.breitbart.com/clips/2019/07/08/gillibrand-it-should-not-have-been-so-hard-for-biden-to-apologize-we-need-a-candidate-with-humility/#disqus_thread
John Hayward,368,male,http://www.breitbart.com/national-security/2019/07/09/study-reveals-links-between-huawei-employees-and-chinese-military/
Penny Starr,318,male,http://www.breitbart.com/politics/2019/07/09/ocasio-cortez-defends-criticizing-nancy-pelosi-we-wont-let-everyday-people-be-dismissed/
Lucas Nolan,282,male,http://www.breitbart.com/tech/2019/07/09/report-facebook-developed-tools-to-police-jokes-about-mark-zuckerberg-being-an-alien/#disqus_thread
Alana Mastrangelo,235,female,http://www.breitbart.com/tech/2019/07/09/colorado-state-professor-oiyan-poon-im-ready-to-punch-political-opponents-in-the-neck/#disqus_thread
John Binder,666,male,http://www.breitbart.com/politics/2019/07/09/poll-5-in-9-hispanics-6-in-10-black-americans-support-citizenship-question-on-census/
Kristina Wong,277,female,http://www.breitbart.com/politics/2019/07/09/trump-qatar-terrorism-trade/#disqus_thread
Thomas D. Williams,394,male,http://www.breitbart.com/the-media/2019/07/05/nytimes-catholic-church-lost-italy-because-pope-francis-is-not-political-enough/
Nate Church,185,male,http://www.breitbart.com/entertainment/2019/07/03/netflix-quietly-scrubs-site-66-chelsea-handler-talk-show-episodes/#disqus_thread
Frances Martel,324,male,http://www.breitbart.com/asia/2019/07/09/dutertes-legal-counsel-excited-to-face-sexy-amal-clooney/#disqus_thread
Sean Moran,337,male,http://www.breitbart.com/politics/2019/07/09/exclusive-mike-cernovich-media-only-covers-epstein-case-to-attack-trump/
Trent Baker,446,male,http://www.breitbart.com/clips/2019/07/09/kudlow-no-effort-to-remove-fed-chair-jay-powell-hes-safe/#disqus_thread
Awr Hawkins,417,male,http://www.breitbart.com/politics/2019/07/09/hawkins-eric-swalwell-would-still-be-in-race-if-gun-control-were-popular/#disqus_thread
Warner Todd Huston,641,male,http://www.breitbart.com/sports/2019/07/09/u-s-womens-soccer-co-captain-megan-rapinoe-accepts-chuck-schumers-invitation-to-visit-senate/#disqus_thread
Kit Daniels,16,male,https://www.infowars.com/zuckerberg-hospital-offsets-healthcare-costs-of-illegals-by-gouging-privately-insured/#vuukle-comments
Jamie White,236,male,https://www.infowars.com/heres-all-the-twisted-things-found-in-epsteins-home-during-fbi-raid/#vuukle-comments
Paul Joseph Watson,829,male,https://www.infowars.com/danish-history-professor-says-its-time-to-build-a-wall-around-europe/#vuukle-comments
Jake Lloyd,84,male,https://www.infowars.com/lgbt-group-says-pride-march-is-not-extreme-enough/#vuukle-comments
David Knight,355,male,https://www.infowars.com/15-yr-old-boys-defeated-us-womens-soccer-team/#vuukle-comments
Steve Watson,4,male,https://www.infowars.com/trump-declares-war-on-silicon-valley-doj-launches-google-anti-monopoly-probe/#vuukle-comments
Amy Lieu,1,female,http://www.fox5ny.com/news/canadian-police-chief-hands-out-575-ticket-to-driver-who-threw-lit-cigarette-out-of-car
Michael Goodwin,2,male,https://www.foxnews.com/opinion/michael-goodwin-liberals-eating-their-friends
Mike Wehner,2,male,https://www.businessinsider.com/jupiter-is-at-its-biggest-and-brightest-this-month-2019-6
Chris Ciaccia,4,male,http://www.foxnews.com/science/apollo-11-lunar-module-manual-auction
Brooke Crothers,3,male,https://www.foxnews.com/tech/how-stanley-kubricks-2001-a-space-odyssey-predicted-the-ipad
Deanna Paul,1,female,http://www.latimes.com/politics/la-na-pol-eric-miller-conservative-federal-judges-20190228-story.html
Lindsey Bever,12,male,http://www.washingtonpost.com/2011/03/10/ABe7RaQ_moreresults.html
Katie Mettler,1,female,http://www.latimes.com/nation/nationnow/la-na-florida-fatal-crash-20190103-story.html
Alex Horton,4,male,https://www.washingtonpost.com/local/weather/capital-weather-gang/deadly-polar-vortex-puts-the-midwest-in-a-deep-freeze/2019/01/30/f411e9f5-1f27-437e-aa31-dac69eb1e899_story.html
Cleve R. Wootson Jr.,2,unknown,http://www.latimes.com/nation/la-na-vegetative-pregnancy-20190109-story.html
Barry Svrluga,1,male,https://www.washingtonpost.com/news/magazine/wp/2019/05/30/feature/my-grandfathers-secret-d-day-journal/
Matt Zapotosky,4,male,http://www.latimes.com/politics/la-na-pol-mueller-probe-report-20190221-story.html
Carol D. Leonnig,1,male,https://www.stuff.co.nz/world/americas/113359993/nra-money-flowed-to-board-members-amid-allegedly-lavish-spending
Philip Bump,1,male,http://www.latimes.com/world/la-na-trump-departures-20190102-story.html
Erica Werner,2,female,https://www.dailyherald.com/business/20190514/white-house-explores-new-farmer-bailout-plan-as-us-china-trade-war-heats-up
Elise Viebeck,1,female,http://www.latimes.com/politics/la-na-pol-undocumented-trump-state-of-the-union-20190131-story.html
Karoun Demirjian,5,unknown,http://www.latimes.com/nation/politics/la-na-pol-russia-investigation-schiff-trump-20190327-story.html
Steven Mufson,2,male,https://www.washingtonpost.com/climate-environment/2019/04/19/climate-change-solution-slowly-gains-ground/
Carol Morello,2,male,http://washingtonpost.com/world/the_americas/opposition-launches-protests-to-oust-maduro-as-us-venezuela-tensions-rise/2019/01/22/0416687a-1e4f-11e9-a759-2b8541bbbe20_story.html?tid=pm_pop
Lori Aratani,1,female,http://www.latimes.com/business/technology/la-fi-tn-airplane-noise-20181231-story.html
Theresa Vargas,1,female,http://www.latimes.com/nation/la-na-virginia-justin-fairfax-allegation-20190204-story.html
Lindsey M. Roberts,1,male,https://www.washingtonpost.com/lifestyle/home/the-best-doormats-according-to-experts/2018/12/31/00a9c878-02dc-11e9-b6a9-0aa5c2fcc9e4_story.html
Peter Marks,1,male,https://www.washingtonpost.com/arts-entertainment/2019/06/24/theater-politics-critic-begins-his-own-campaign-assessing-how-candidates-president-perform/
Celia Wren,4,female,https://www.washingtonpost.com/entertainment/theater_dance/hansol-jungs-among-the-dead-unwinds-a-strange-time-hopping-trip-of-war/2019/02/19/e25cff80-339a-11e9-8375-e3dcf6b68558_story.html
Hamza Shaban,5,male,http://www.latimes.com/business/la-fi-tn-digital-ads-20190221-story.html
Peter Holley,2,male,https://www.denverpost.com/2019/05/12/grocery-stores-innovation-robots-drones/
Rachel Siegel,2,female,http://www.latimes.com/business/la-fi-levi-strauss-ipo-20190321-story.html
Thomas Heath,3,male,https://www.washingtonpost.com/business/2019/06/21/before-after-how-top-workplaces-winners-became-leaders-their-industries/
Chris Stanford,120,male,http://www.nytimes.com/2019/07/03/briefing/2020-census-lee-iacocca-womens-world-cup.html
Jennifer Medina,5,female,http://www.nytimes.com/2019/07/05/us/politics/2020-candidates-spanish.html
Hiroko Tabuchi,3,female,https://www.nytimes.com/2019/01/02/climate/tce-cancer-trump-environment-deregulation.html
Matthew Rosenberg,10,male,http://www.nytimes.com/2019/07/09/us/politics/ig-russia-investigation-steele.html#commentsContainer
Eileen Sullivan,37,female,http://www.nytimes.com/2019/06/21/us/politics/us-iran-news.html
Amie Tsang,13,female,https://cn.nytimes.com/business/20190523/huawei-uk-japan/
Karen Weise,11,female,https://www.nytimes.com/2019/06/10/technology/big-tech-antitrust-scrutiny.html
Nick Corasaniti,5,male,http://www.nytimes.com/2019/07/03/nyregion/bridgegate-supreme-court.html
Catie Edmondson,29,female,http://www.nytimes.com/2019/06/20/us/politics/saudi-arms-sales.html#commentsContainer
Eric Schmitt,26,male,http://www.nytimes.com/2019/06/21/us/politics/trump-iran-attack.html#commentsContainer
Keith Bradsher,53,male,https://cn.nytimes.com/business/20190703/china-li-keqiang-economy-trade/
Austin Ramzy,12,male,https://www.nytimes.com/2019/07/01/world/asia/hong-kong-china-handover.html#commentsContainer
Rosa Prince,5,female,https://www.politico.eu/article/how-boris-johnson-can-defuse-media-frenzy-around-late-night-argument-prime-minister-front-runner/
John Kerry,2,male,http://www.nytimes.com/2018/12/13/opinion/kerry-climate-change-trump.html
Nicholas Kristof,58,male,http://www.nytimes.com/2019/06/22/opinion/sunday/trump-iran-strikes.html
Michal Kosinski,2,male,http://www.nytimes.com/2018/12/12/opinion/facebook-data-privacy-advertising.html
Bret Stephens,100,male,http://www.nytimes.com/2019/07/05/opinion/immigration-trump-southern-border.html
Thomas B. Edsall,48,male,http://www.nytimes.com/2019/07/03/opinion/trump-republican-base.html
Joshua Barone,4,male,https://www.nytimes.com/2019/02/15/arts/music/yuja-wang-igudesman-joo-carnegie-hall.html
Matt Stevens,18,male,http://www.nytimes.com/2019/07/08/us/politics/steyer-swalwell-2020.html
Talya Minsberg,2,female,http://www.nytimes.com/2018/12/12/travel/checking-in-no-thanks-im-just-here-to-use-the-wi-fi.html
John Wagner,10,male,http://www.latimes.com/politics/la-na-pol-congress-trump-border-declaration-20190314-story.html
Teresa Watanabe,26,female,http://www.latimes.com/local/lanow/la-me-usc-uc-apology-20190704-story.html
Sammy Roth,31,male,http://www.latimes.com/business/la-fi-solar-batteries-renewable-energy-california-20190605-story.html
Jorge Castillo,94,male,http://www.latimes.com/sports/dodgers/la-sp-hyun-jin-ryu-all-star-dodgers-south-korea-signing-20190707-story.html
Hailey Branson-Potts,23,male,http://www.latimes.com/local/lanow/la-me-santa-anita-backstretch-workers-20190621-story.html#nt=barker
Spencer S. Hsu,3,male,http://www.latimes.com/politics/la-na-pol-maria-butina-russia-deportation-20190330-story.html
Chris Dolmetsch,1,male,http://www.latimes.com/business/la-fi-weinstein-companies-class-action-lawsuit-dismissal-20190419-story.html
Mark Z. Barabak,22,male,http://www.latimes.com/politics/la-na-pol-2020-swalwell-presidential-campaign-20190708-story.html
George Skelton,58,male,http://www.latimes.com/politics/la-pol-sac-skelton-california-university-tuition-20190627-story.html#nt=barker
Wendy Lee,23,female,http://www.latimes.com/entertainment/la-fi-ct-amazon-pulls-back-from-original-kids-programming-20190617-story.html
Samantha Masunaga,41,female,http://www.latimes.com/business/la-fi-richard-branson-virgin-galactic-public-trading-20190709-story.html
Bettina Boxall,11,female,http://www.latimes.com/local/lanow/la-me-ln-sf-pride-parade-20190630-story.html
Howard Blume,58,male,http://www.latimes.com/local/lanow/la-me-ln-alleged-dousing-of-homeless-woman-20190630-story.html
Maria Torres,64,male,http://www.latimes.com/sports/angels/la-sp-mike-trout-tyler-skaggs-number-all-star-game-20190709-story.html
James Rufus Koren,1,male,http://www.latimes.com/business/la-fi-stubhub-dignity-health-20181213-story.html
Lisa Boone,18,female,http://www.latimes.com/home/la-hm-aoyagi-garden-tour-20190614-story.html
Chuck Schilken,60,male,http://www.latimes.com/sports/la-sp-trump-uswnt-white-house-world-cup-20190708-story.html#nt=barker
Nick Melvoin,1,male,http://www.latimes.com/opinion/op-ed/la-oe-melvoin-why-lausd-cannot-meet-utla-demands-20181213-story.html
Liesl Bradner,3,unknown,http://www.latimes.com/entertainment/arts/la-et-cm-andrew-russell-photographer-railroad-20190523-story.html
Ralph Jennings,12,male,http://www.latimes.com/world/asia/la-fg-taiwan-gay-same-sex-marriage-20190524-story.html
Lynell George,1,female,http://www.latimes.com/opinion/op-ed/la-oe-george-lawrence-ferlinghetti-100th-birthday-20190324-story.html
Nardine Saad,136,female,http://www.latimes.com/entertainment/tv/la-et-st-aziz-ansari-right-now-misconduct-netflix-20190709-story.html
Meg James,35,female,http://www.latimes.com/business/hollywood/la-fi-ct-hbo-max-streaming-service-20190709-story.html
Karen Kaplan,8,female,http://www.latimes.com/espanol/eeuu/la-es-riesgo-sismico-elevado-en-el-sur-de-california-por-que-y-que-hacer-al-respecto-20190707-story.html
Teri Figueroa,7,female,http://www.latimes.com/local/lanow/la-me-ln-dna-suspect-la-jolla-cold-case-20190322-story.html
Gary Robbins,3,male,http://www.latimes.com/local/lanow/la-me-rain-explainer-california-storms-20190215-story.html
Matt Cooper,96,male,http://www.latimes.com/entertainment/arts/museums/la-et-cm-0711-weekend-picks-things-to-do-in-la-20190708-story.html
Kenneth Turan,43,male,http://www.latimes.com/entertainment/movies/la-et-mn-best-films-so-far-kenneth-turan-justin-chang-20190705-story.html
Tracy Brown,56,male,http://www.latimes.com/entertainment/movies/la-et-mn-little-mermaid-ariel-halle-bailey-20190703-story.html
Tania Ganguli,93,female,http://www.latimes.com/sports/lakers/la-sp-kawhi-leonard-lakers-jeanie-buss-meeting-20190706-story.html#nt=barker
Curtis Zupke,32,male,http://www.latimes.com/sports/ducks/la-sp-darryl-sutter-ducks-kings-20190702-story.html
Eric Sondheimer,81,male,http://www.latimes.com/sports/highschool/varsity-times/la-sp-vti-city-baseball-all-stars-20190709-story.html
David Wharton,35,male,http://www.latimes.com/sports/la-sp-marathon-cheating-allegations-frank-meza-20190621-story.html#nt=barker
Sarah D. Wire,49,female,http://www.latimes.com/politics/la-democrats-on-impeachment-20190606-story.html
James Mcauley,1,male,http://www.latimes.com/world/la-fg-france-strasbourg-shooting-suspect-20181212-story.html
Heidi Mitchell,2,female,https://www.wsj.com/articles/is-it-healthy-to-sleep-in-a-hammock-11561991925?mod=hp_lead_pos10
Christopher Reynolds,26,male,http://www.latimes.com/travel/la-tr-travel-summer-vacation-tips-commencement-nixon-bourdain-beyonce-steves-20190620-story.html
Lesley Mckenzie,2,male,http://www.latimes.com/fashion/la-ig-doen-fashion-style-los-angeles-california-brand-20190321-story.html
Scarlett Lindeman,1,female,http://www.latimes.com/food/dailydish/la-fo-re-galangal-mexico-city-20181214-story.html
